react_id;name;rule;subsystem;lb;ub;ocf
23CCMPtex; 23cCMP transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
23CGMPtex; 23cGMP transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
23CUMPtex; 23cUMP transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
23DAPPAt2pp; 2,3-diaminopropionate transport in via proton symport;;Transport, Inner Membrane;0.000000;1000.000000;0
23DAPPAtex; 2,3-diaminopropionate transport via diffusion;(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
23PDE2pp; 2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm);(b4213);Nucleotide Salvage Pathway;0.000000;1000.000000;0
23PDE4pp; 2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm);(b4213);Nucleotide Salvage Pathway;0.000000;1000.000000;0
23PDE7pp; 2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm);(b4213);Nucleotide Salvage Pathway;0.000000;1000.000000;0
23PDE9pp; 2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm);(b4213);Nucleotide Salvage Pathway;0.000000;1000.000000;0
26DAHtex;meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm);(b1377) or (b2215) or (b0929) or (b0241);Transport, Outer Membrane Porin;0.000000;1000.000000;0
2AGPA120tipp; 2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPA140tipp; 2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPA141tipp; 2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPA160tipp; 2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPA161tipp; 2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPA180tipp; 2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPA181tipp; 2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPE120tipp; 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPE140tipp; 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPE141tipp; 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPE160tipp; 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPE161tipp; 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPE180tipp; 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPE181tipp; 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPEAT120; 2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPEAT140; 2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPEAT141; 2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPEAT160; 2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPEAT161; 2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPEAT180; 2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPEAT181; 2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPG120tipp; 2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPG140tipp; 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPG141tipp; 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPG160tipp; 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPG161tipp; 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPG180tipp; 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPG181tipp; 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm);(b2835);Transport, Inner Membrane;0.000000;1000.000000;0
2AGPGAT120; 2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPGAT140; 2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPGAT141; 2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPGAT160; 2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPGAT161; 2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPGAT180; 2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2AGPGAT181; 2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1);(b2836);Glycerophospholipid Metabolism;0.000000;1000.000000;0
2DGLCNRx; 2-dehydro-D-gluconate reductase (NADH);(b3553);Alternate Carbon Metabolism;0.000000;1000.000000;0
2DGLCNRy; 2-dehydro-D-gluconate reductase (NADPH);(b3553);Alternate Carbon Metabolism;0.000000;1000.000000;0
2DGULRx; 2-dehydro-L-gulonate reductase (NADH);(b3553);Alternate Carbon Metabolism;0.000000;1000.000000;0
2DGULRy; 2-dehydro-L-gulonate reductase (NADPH);(b3553);Alternate Carbon Metabolism;0.000000;1000.000000;0
2MAHMP; 2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase;(b0446) or (b1134);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
34dhpactex;dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
3AMPtex; 3AMP transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
3CMPtex; 3CMP transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
3GMPtex; 3GMP transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
3HAD100; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD120; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD121; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1);(b0180) or (b0954);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD140; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD141; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD160; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD161; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1);(b0180) or (b0954);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD180; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD181; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD40; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD60; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HAD80; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0);(b0954) or (b0180);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3HCINNMH; 3-hydroxycinnamate hydroxylase;(b0347);Alternate Carbon Metabolism;0.000000;1000.000000;0
3HPPPNH; 3-(3-hydroxy-phenyl)propionate hydroxylase;(b0347);Alternate Carbon Metabolism;0.000000;1000.000000;0
3KGK; 3-keto-L-gulonate kinase;(b3580);Alternate Carbon Metabolism;0.000000;1000.000000;0
3NTD2pp; 3'-nucleotidase (UMP) (periplasm);(b4213);Nucleotide Salvage Pathway;0.000000;1000.000000;0
3NTD4pp; 3'-nucleotidase (CMP) (periplasm);(b4213);Nucleotide Salvage Pathway;0.000000;1000.000000;0
3NTD7pp; 3'-nucleotidase (AMP) (periplasm);(b4213);Nucleotide Salvage Pathway;0.000000;1000.000000;0
3NTD9pp; 3'-nucleotidase (GMP) (periplasm);(b4213);Nucleotide Salvage Pathway;0.000000;1000.000000;0
3OAR100; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR120; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR121; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR140; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR141; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR160; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR161; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR180; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR181; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR40; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR60; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAR80; 3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0);(b1093);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS100; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0);(b2323) or (b1095);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS120; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0);(b2323) or (b1095);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS121; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1);(b2323);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS140; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0);(b2323) or (b1095);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS141; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1);(b2323);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS160; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0);(b2323) or (b1095);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS161; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1);(b2323);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS180; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0);(b1095) or (b2323);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS181; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1);(b1095);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS60; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0);(b1095) or (b2323);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3OAS80; 3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0);(b2323) or (b1095);Cell Envelope Biosynthesis;0.000000;1000.000000;0
3PEPTabcpp;tripeptide (LalaDgluMdap) transport via ABC system (periplasm);(b1247) and (b1244) and (b1245) and (b1329) and (b1246);Murein Recycling;0.000000;1000.000000;0
3PEPTtex;LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
3UMPtex; 3UMP transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
42A12BOOXpp; 4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing);(b1386);Nitrogen Metabolism;0.000000;1000.000000;0
4HOXPACDtex; 4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
4HTHRS; 4-Hydroxy-L-threonine synthase;(b0004);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
4PCP;tetrapeptide L,D-carboxypeptidase;(b1192);Murein Recycling;0.000000;1000.000000;0
4PCPpp;tetrapeptide L,D-carboxypeptidase (periplasm);;Murein Recycling;0.000000;1000.000000;0
4PEPTabcpp;tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm);(b1247) and (b1245) and (b1244) and (b1243) and (b1246);Murein Recycling;0.000000;1000.000000;0
4PEPTtex;LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
5DGLCNR; 5-dehydro-D-gluconate reductase;(b4266);Alternate Carbon Metabolism;0.000000;1000.000000;0
5DGLCNt2rpp; 5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm);(b4265);Transport, Inner Membrane;0.000000;1000.000000;0
5DGLCNtex; 5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm);(b1377) or (b0929) or (b0241) or (b2215);Transport, Outer Membrane Porin;0.000000;1000.000000;0
5DOAN; 5'-deoxyadenosine nuclosidase;(b0159);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
A5PISO;arabinose-5-phosphate isomerase;(b2708) or (b3197);Alternate Carbon Metabolism;0.000000;1000.000000;0
AACPS1;acyl-[acyl-carrier-protein] synthetase (n-C14:0);(b1094) and (b2836);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AACPS2;acyl-[acyl-carrier-protein] synthetase  (n-C14:1);(b1094) and (b2836);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AACPS3;acyl-[acyl-carrier-protein] synthetase  (n-C16:0);(b1094) and (b2836);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AACPS4;acyl-[acyl-carrier-protein] synthetase  (n-C16:1);(b1094) and (b2836);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AACPS5;acyl-[acyl-carrier-protein] synthetase  (n-C18:1);(b1094) and (b2836);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AACPS6;acyl-[acyl-carrier-protein] synthetase  (n-C18:0);(b1094) and (b2836);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AACPS7;acyl-[acyl-carrier-protein] synthetase  (n-C12:0);(b1094) and (b2836);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AACPS8;acyl-[acyl-carrier-protein] synthetase  (n-C10:0);(b1094) and (b2836);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AACPS9;acyl-[acyl-carrier-protein] synthetase  (n-C8:0);(b1094) and (b2836);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AACTOOR;Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing);;Methylglyoxal Metabolism;0.000000;1000.000000;0
AADDGT;dTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase;(b4481);Cell Envelope Biosynthesis;0.000000;1000.000000;0
AAMYL;alpha-amylase;(b1927);Alternate Carbon Metabolism;0.000000;1000.000000;0
AAMYLpp;alpha-amylase (periplasm);(b3571);Alternate Carbon Metabolism;0.000000;1000.000000;0
AB6PGH;Arbutin 6-phosphate glucohydrolase;(b2901);Alternate Carbon Metabolism;0.000000;1000.000000;0
ABTA; 4-aminobutyrate transaminase;(b2662) or (b1302);Arginine and Proline Metabolism;0.000000;1000.000000;0
ABUTD;Aminobutyraldehyde dehydrogenase;(b1444);Arginine and Proline Metabolism;0.000000;1000.000000;0
ABUTt2pp; 4-aminobutyrate transport in via proton symport (periplasm);(b2663);Transport, Inner Membrane;0.000000;1000.000000;0
ABUTtex; 4-aminobutyrate transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ACACCT;acetyl-CoA:acetoacetyl-CoA transferase;(b2222 and b2221);Alternate Carbon Metabolism;0.000000;1000.000000;0
ACACT1r;acetyl-CoA C-acetyltransferase;(b2224);Membrane Lipid Metabolism;0.000000;1000.000000;0
ACACt2pp;acetoacetate transport via proton symport  (periplasm);(b2223);Transport, Inner Membrane;0.000000;1000.000000;0
ACACtex;acetoacetate transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ACALD;acetaldehyde dehydrogenase (acetylating);(b0351) or (b1241);Pyruvate Metabolism;0.000000;1000.000000;0
ACALDtex;acetaldehyde transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ACALDtpp;acetaldehyde reversible transport (periplasm);(s0001);Transport, Inner Membrane;0.000000;1000.000000;0
ACANTHAT;acetyl-CoA:anthranilate acetyltransferase;(b1463);Tyrosine, Tryptophan, and Phenylalanine Metabolism;0.000000;1000.000000;0
ACBIPGT;Adenosyl cobinamide phosphate guanyltransferase;(b1993);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
ACCOAC;acetyl-CoA carboxylase;(b0185 and b3255 and b3256 and b2316);Membrane Lipid Metabolism;0.000000;1000.000000;0
ACCOAL;acetate-CoA ligase (ADP-forming);(b0335);Alternate Carbon Metabolism;0.000000;1000.000000;0
ACGAL1PPpp;N-acetyl-D-galactosamine 1-phosphatase (periplasm);;Alternate Carbon Metabolism;0.000000;1000.000000;0
ACGAL1Ptex;N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ACGALtex;N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ACGAM1PPpp;N-acetyl-D-glucosamine 1-phosphatase (periplasm);;Alternate Carbon Metabolism;0.000000;1000.000000;0
ACGAM1Ptex;N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ACGAMK;N-acetylglucosamine kinase;(b1119);Murein Recycling;0.000000;1000.000000;0
ACGAMT;UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase;(b3784);Cell Envelope Biosynthesis;0.000000;1000.000000;0
ACGAptspp;N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm);(b2415) and (b2417) and (b2416) and (b1101) or (b2415) and (b0679) and (b2416);Transport, Inner Membrane;0.000000;1000.000000;0
ACGAtex;N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ACGK;acetylglutamate kinase;(b3959);Arginine and Proline Metabolism;0.000000;1000.000000;0
ACGS;N-acetylglutamate synthase;(b2818);Arginine and Proline Metabolism;0.000000;1000.000000;0
ACHBS; 2-aceto-2-hydroxybutanoate synthase;(b3670 and b3671) or (b0077 and b0078);Valine, Leucine, and Isoleucine Metabolism;0.000000;1000.000000;0
ACKr;acetate kinase;(b2296) or (b3115) or (b1849);Pyruvate Metabolism;0.000000;1000.000000;0
ACLS;acetolactate synthase;(b3670 and b3671) or (b0077 and b0078);Valine, Leucine, and Isoleucine Metabolism;0.000000;1000.000000;0
ACM6PH;N-acetylmuramate 6-phosphate hydrolase;;Alternate Carbon Metabolism;0.000000;1000.000000;0
ACMAMUT;UDP-N-acetyl-D-mannosaminuronic acid transferase;(b3794);Cell Envelope Biosynthesis;0.000000;1000.000000;0
ACMANAptspp;N-acetyl-D-mannosamine transport via PTS  (periplasm);(b2415) and (b2416) and (b1818) and (b1819) and (b1817);Transport, Inner Membrane;0.000000;1000.000000;0
ACMANAtex;N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm);(b1377) or (b2215) or (b0929) or (b0241);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ACMUMptspp;N-acetylmuramate transport via PEP:Pyr PTS (periplasm);(b2415) and (b2429) and (b2417) and (b2416);Transport, Inner Membrane;0.000000;1000.000000;0
ACMUMtex;N-acetylmuramate transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ACNAMt2pp;N-acetylneuraminate proton symport (periplasm);(b3224);Transport, Inner Membrane;0.000000;1000.000000;0
ACNAMtex;N-acetylneuraminate transport via diffusion (extracellular to periplasm);(b4311) or (b2215) or (b0929);Transport, Outer Membrane;0.000000;1000.000000;0
ACNML;N-Acetylneuraminate lyase;(b3225);Alternate Carbon Metabolism;0.000000;1000.000000;0
ACOAD1f;acyl-CoA dehydrogenase (butanoyl-CoA);(b0221);Membrane Lipid Metabolism;0.000000;1000.000000;0
ACOAD2f;acyl-CoA dehydrogenase (hexanoyl-CoA);(b0221);Membrane Lipid Metabolism;0.000000;1000.000000;0
ACOAD3f;acyl-CoA dehydrogenase (octanoyl-CoA);(b0221);Membrane Lipid Metabolism;0.000000;1000.000000;0
ACOAD4f;acyl-CoA dehydrogenase (decanoyl-CoA);(b0221);Membrane Lipid Metabolism;0.000000;1000.000000;0
ACOAD5f;acyl-CoA dehydrogenase (dodecanoyl-CoA);(b0221);Membrane Lipid Metabolism;0.000000;1000.000000;0
ACOAD6f;acyl-CoA dehydrogenase (tetradecanoyl-CoA);(b0221);Membrane Lipid Metabolism;0.000000;1000.000000;0
ACOAD7f;acyl-CoA dehydrogenase (hexadecanoyl-CoA);(b0221);Membrane Lipid Metabolism;0.000000;1000.000000;0
